X,Y,Cluster
15.000000,39.000000,2
15.000000,81.000000,4
16.000000,6.000000,2
16.000000,77.000000,4
17.000000,40.000000,2
17.000000,76.000000,4
18.000000,6.000000,2
18.000000,94.000000,4
19.000000,3.000000,2
19.000000,72.000000,4
19.000000,14.000000,2
19.000000,99.000000,4
20.000000,15.000000,2
20.000000,77.000000,4
20.000000,13.000000,2
20.000000,79.000000,4
21.000000,35.000000,2
21.000000,66.000000,4
23.000000,29.000000,2
23.000000,98.000000,4
24.000000,35.000000,2
24.000000,73.000000,4
25.000000,5.000000,2
25.000000,73.000000,4
28.000000,14.000000,2
28.000000,82.000000,4
28.000000,32.000000,2
28.000000,61.000000,4
29.000000,31.000000,2
29.000000,87.000000,4
30.000000,4.000000,2
30.000000,73.000000,4
33.000000,4.000000,2
33.000000,92.000000,4
33.000000,14.000000,2
33.000000,81.000000,4
34.000000,17.000000,2
34.000000,73.000000,4
37.000000,26.000000,2
37.000000,75.000000,4
38.000000,35.000000,2
38.000000,92.000000,4
39.000000,36.000000,2
39.000000,61.000000,0
39.000000,28.000000,2
39.000000,65.000000,4
40.000000,55.000000,0
40.000000,47.000000,0
40.000000,42.000000,0
40.000000,42.000000,0
42.000000,52.000000,0
42.000000,60.000000,0
43.000000,54.000000,0
43.000000,60.000000,0
43.000000,45.000000,0
43.000000,41.000000,0
44.000000,50.000000,0
44.000000,46.000000,0
46.000000,51.000000,0
46.000000,46.000000,0
46.000000,56.000000,0
46.000000,55.000000,0
47.000000,52.000000,0
47.000000,59.000000,0
48.000000,51.000000,0
48.000000,59.000000,0
48.000000,50.000000,0
48.000000,48.000000,0
48.000000,59.000000,0
48.000000,47.000000,0
49.000000,55.000000,0
49.000000,42.000000,0
50.000000,49.000000,0
50.000000,56.000000,0
54.000000,47.000000,0
54.000000,54.000000,0
54.000000,53.000000,0
54.000000,48.000000,0
54.000000,52.000000,0
54.000000,42.000000,0
54.000000,51.000000,0
54.000000,55.000000,0
54.000000,41.000000,0
54.000000,44.000000,0
54.000000,57.000000,0
54.000000,46.000000,0
57.000000,58.000000,0
57.000000,55.000000,0
58.000000,60.000000,0
58.000000,46.000000,0
59.000000,55.000000,0
59.000000,41.000000,0
60.000000,49.000000,0
60.000000,40.000000,0
60.000000,42.000000,0
60.000000,52.000000,0
60.000000,47.000000,0
60.000000,50.000000,0
61.000000,42.000000,0
61.000000,49.000000,0
62.000000,41.000000,0
62.000000,48.000000,0
62.000000,59.000000,0
62.000000,55.000000,0
62.000000,56.000000,0
62.000000,42.000000,0
63.000000,50.000000,0
63.000000,46.000000,0
63.000000,43.000000,0
63.000000,48.000000,0
63.000000,52.000000,0
63.000000,54.000000,0
64.000000,42.000000,0
64.000000,46.000000,0
65.000000,48.000000,0
65.000000,50.000000,0
65.000000,43.000000,0
65.000000,59.000000,0
67.000000,43.000000,0
67.000000,57.000000,0
67.000000,56.000000,0
67.000000,40.000000,0
69.000000,58.000000,0
69.000000,91.000000,3
70.000000,29.000000,1
70.000000,77.000000,3
71.000000,35.000000,0
71.000000,95.000000,3
71.000000,11.000000,1
71.000000,75.000000,3
71.000000,9.000000,1
71.000000,75.000000,3
72.000000,34.000000,0
72.000000,71.000000,3
73.000000,5.000000,1
73.000000,88.000000,3
73.000000,7.000000,1
73.000000,73.000000,3
74.000000,10.000000,1
74.000000,72.000000,3
75.000000,5.000000,1
75.000000,93.000000,3
76.000000,40.000000,0
76.000000,87.000000,3
77.000000,12.000000,1
77.000000,97.000000,3
77.000000,36.000000,1
77.000000,74.000000,3
78.000000,22.000000,1
78.000000,90.000000,3
78.000000,17.000000,1
78.000000,88.000000,3
78.000000,20.000000,1
78.000000,76.000000,3
78.000000,16.000000,1
78.000000,89.000000,3
78.000000,1.000000,1
78.000000,78.000000,3
78.000000,1.000000,1
78.000000,73.000000,3
79.000000,35.000000,1
79.000000,83.000000,3
81.000000,5.000000,1
81.000000,93.000000,3
85.000000,26.000000,1
85.000000,75.000000,3
86.000000,20.000000,1
86.000000,95.000000,3
87.000000,27.000000,1
87.000000,63.000000,3
87.000000,13.000000,1
87.000000,75.000000,3
87.000000,10.000000,1
87.000000,92.000000,3
88.000000,13.000000,1
88.000000,86.000000,3
88.000000,15.000000,1
88.000000,69.000000,3
93.000000,14.000000,1
93.000000,90.000000,3
97.000000,32.000000,1
97.000000,86.000000,3
98.000000,15.000000,1
98.000000,88.000000,3
99.000000,39.000000,1
99.000000,97.000000,3
101.000000,24.000000,1
101.000000,68.000000,3
103.000000,17.000000,1
103.000000,85.000000,3
103.000000,23.000000,1
103.000000,69.000000,3
113.000000,8.000000,1
113.000000,91.000000,3
120.000000,16.000000,1
120.000000,79.000000,3
126.000000,28.000000,1
126.000000,74.000000,3
137.000000,18.000000,1
137.000000,83.000000,3
